,T1.txt,T10.txt,T2.txt,T3.txt,T4.txt,T5.txt,T6.txt,T7.txt,T8.txt,T9.txt
helium,1,0,0,1,0,0,0,1,0,0
helmholtz,0,0,0,1,0,0,0,0,0,0
help,1,2,3,2,0,0,0,0,4,1
helpless,0,0,1,0,0,0,0,0,0,0
hemispher,0,0,2,0,0,0,0,0,0,0
hen,0,1,0,1,0,0,0,0,0,0
henc,1,0,1,1,0,1,1,0,0,0
henri,0,0,1,0,0,0,0,0,0,1
herald,0,0,1,0,0,1,0,0,0,0
herbert,0,0,1,0,0,0,0,0,0,0
hercul,0,0,0,0,1,1,0,0,0,1
herd,0,0,1,0,0,0,0,0,0,0
hered,0,0,0,0,0,0,0,0,0,1
hereditari,0,3,4,0,0,0,0,0,0,0
heretofor,0,0,0,0,0,0,0,0,0,1
herit,0,0,1,0,0,0,0,0,0,0
hermit,0,0,0,0,0,0,0,0,0,1
hesperorni,0,0,1,0,0,0,0,0,0,1
hibern,0,1,0,0,0,0,0,0,0,0
hidden,0,0,0,0,0,0,0,0,0,3
hide,0,0,1,0,0,0,0,0,0,0
hierarchi,0,0,1,0,0,0,0,0,0,0
high,0,1,7,5,0,2,1,0,7,3
higher,0,0,17,10,0,0,0,0,0,0
highest,2,0,2,0,1,0,0,0,0,0
highli,0,2,4,2,0,0,1,0,0,2
hilger,0,0,0,0,1,0,0,0,0,1
hill,0,0,1,0,0,1,0,0,0,1
hinck,0,0,0,0,1,0,0,0,0,0
hind,0,0,3,2,0,0,0,0,0,2
hindmost,0,0,0,1,0,0,0,0,0,0
hinkin,0,1,0,0,0,0,0,0,0,1
hint,0,1,1,2,0,0,0,0,0,0
hipparion,0,0,1,0,0,0,0,0,0,0
histor,0,0,3,0,1,0,0,0,0,0
histori,0,0,11,13,2,0,0,0,1,19
hither,0,0,0,1,0,0,0,0,0,0
hitherto,1,0,0,0,0,0,0,0,0,1
hive,0,0,1,0,0,0,0,0,0,0
hoar,0,0,0,0,0,0,1,0,0,0
hoatzin,0,0,1,0,0,0,0,0,0,1
hobbl,0,1,0,0,0,0,0,0,0,0
hobhous,0,0,0,0,0,0,0,0,0,1
hold,2,0,3,3,2,1,0,0,1,2
holder,0,0,0,0,1,0,0,0,4,1
hole,0,1,1,1,0,0,0,0,0,0
hollow,0,0,0,0,0,0,0,0,0,1
holman,0,0,0,0,0,0,0,0,1,0
home,0,1,2,3,0,0,0,0,0,2
homolog,0,0,1,0,0,0,0,0,0,1
honour,0,0,1,0,0,0,0,0,0,0
hood,0,0,3,0,0,0,0,0,0,0
hoof,0,0,2,0,0,0,0,0,0,0
hope,1,0,0,0,0,1,0,0,1,1
horizon,1,0,0,0,0,0,0,0,0,0
hormon,0,0,0,2,0,0,0,0,0,2
horn,0,1,1,0,0,0,0,0,0,0
hornbil,0,0,0,0,0,0,0,0,0,1
hors,0,2,14,0,0,0,0,0,1,6
horsepow,1,0,0,0,0,0,0,0,0,0
horsetail,0,0,2,0,0,0,0,0,0,0
host,0,0,4,3,0,0,0,0,0,0
hot,3,1,1,3,1,4,4,5,2,1
hotter,3,0,0,0,0,3,0,1,1,0
hottest,0,0,0,0,0,1,0,0,0,0
hour,2,3,0,0,3,1,2,1,10,6
hous,2,0,0,0,0,0,0,0,0,1
howev,8,0,2,5,9,4,3,2,2,3
http,0,0,0,0,0,0,0,0,9,1
huge,3,0,3,0,0,1,0,0,0,2
human,1,0,6,3,3,1,0,1,0,8
humanli,1,0,0,0,0,0,0,0,0,0
humblest,0,0,1,0,0,0,0,0,0,0
humeru,0,0,1,0,0,0,0,0,0,0
hump,0,0,0,0,0,0,0,0,3,0
hundr,4,0,2,2,3,7,5,2,1,8
hundredfold,0,0,0,0,1,0,0,0,0,0
hunt,0,1,0,0,0,0,0,0,0,1
hutchinson,0,0,1,0,0,0,0,0,0,0
huxley,0,0,1,1,0,0,0,0,0,2
hydatina,0,0,0,1,0,0,0,0,0,0
hydra,0,0,0,3,0,0,0,0,0,1
hydrogen,5,0,0,1,2,0,0,2,0,5
hydrospher,0,0,1,1,0,0,0,0,0,0
hydrostatica,0,0,0,0,0,0,0,0,0,1
hypertext,0,0,0,0,0,0,0,0,1,0
hypohippu,0,0,1,0,0,0,0,0,0,0
hypothes,2,0,0,0,0,0,0,0,0,0
hypothesi,0,0,1,2,1,2,0,1,1,0
ice,0,1,7,0,0,2,0,0,3,1
ichneumon,0,0,1,0,0,0,0,0,0,0
ichthyosaur,0,0,1,0,0,0,0,0,0,0
idea,4,0,7,9,0,2,0,0,0,9
ideal,0,0,1,1,0,0,0,0,0,0
ident,1,0,0,0,0,0,0,0,0,0
identif,0,0,0,0,0,0,0,1,1,0
identifi,0,0,0,0,0,0,0,5,1,1
ignor,2,0,0,0,0,0,0,0,0,0
ignorabimu,0,0,0,1,0,0,0,0,0,0
ignoramu,0,0,0,1,0,0,0,0,0,0
ii,0,0,0,2,0,0,0,0,0,1
iii,0,0,0,1,0,0,0,0,0,1
ill,0,0,0,1,0,0,0,0,0,0
illimit,1,0,0,0,0,0,0,0,0,0
illumin,1,0,2,2,1,0,0,0,0,0
illustr,33,9,28,31,7,9,3,12,9,27
imag,0,0,0,1,2,0,1,0,0,0
imagin,2,0,0,2,1,5,0,0,3,2
imit,0,2,0,0,0,0,0,0,0,1
immatur,0,0,1,2,0,0,0,0,0,0
immedi,0,0,0,0,0,1,0,0,2,2
immemori,0,0,0,1,0,0,0,0,0,0
immens,2,0,2,1,2,4,0,2,2,8
immers,3,0,0,0,0,0,0,0,0,0
immort,0,0,0,1,0,0,0,0,0,0
impact,2,0,0,0,0,0,0,0,0,0
impart,0,0,0,0,0,0,0,0,1,0
impati,0,1,0,0,0,0,0,0,0,0
imperfect,0,0,0,0,1,0,0,0,0,2
imperfectli,1,0,1,0,0,0,0,0,0,0
imperi,0,0,0,0,0,0,0,0,0,2
impli,1,0,8,5,1,0,0,1,5,1
implicit,0,0,0,2,0,0,0,0,0,0
import,4,1,7,12,2,0,0,3,2,2
impos,0,0,0,0,0,0,0,0,1,0
imposs,2,2,1,2,0,0,1,0,0,1
impress,2,0,0,2,4,1,0,0,1,1
improv,0,0,1,0,0,0,0,0,0,1
impuls,0,0,0,2,0,0,0,0,0,0
impur,0,0,1,0,0,0,0,0,0,0
inaccur,0,0,0,0,0,0,0,0,1,0
inachi,0,0,0,0,0,0,0,0,0,1
inanim,0,0,0,1,0,0,0,0,0,0
inattent,0,1,0,0,0,0,0,0,0,0
inborn,0,3,3,1,0,0,0,0,0,0
incalcul,0,0,0,0,0,1,0,0,0,0
incandesc,0,0,0,1,0,1,0,3,0,0
incarn,0,0,1,0,0,0,0,0,0,0
inch,11,1,2,2,10,2,0,0,0,4
incid,0,1,0,0,0,0,0,0,0,0
incident,0,0,0,0,0,0,0,0,1,0
inclin,0,0,1,4,1,0,0,0,0,1
includ,2,0,8,2,0,0,1,0,12,3
incom,0,0,0,2,0,0,0,0,0,0
incomplet,0,0,0,0,1,0,0,0,1,0
inconceiv,0,0,0,1,0,2,0,0,1,4
increas,4,2,6,4,3,2,1,3,2,4
incred,1,0,0,0,0,0,0,0,0,1
incub,0,1,0,0,0,0,0,0,0,0
inde,1,1,3,2,1,0,0,2,1,1
indefinit,1,0,0,0,0,1,0,1,0,0
indel,0,0,1,0,0,0,0,0,0,0
indemn,0,0,0,0,0,0,0,0,1,0
indemnifi,0,0,0,0,0,0,0,0,1,0
independ,1,0,1,2,1,0,0,0,0,0
indestruct,1,0,0,0,0,0,0,0,1,0
indet,0,1,0,0,0,0,0,0,0,0
india,0,0,0,0,0,0,0,0,0,1
indic,2,0,5,0,0,0,1,1,2,1
indiffer,0,1,0,0,0,0,0,0,0,0
indigen,0,0,0,0,0,0,0,0,0,1
indigo,1,0,0,1,0,0,0,1,0,0
indirect,0,0,0,0,0,0,0,0,1,0
indirectli,1,0,0,0,0,0,0,0,1,0
indispens,1,0,0,0,0,0,0,0,0,0
indistinguish,0,0,0,1,0,0,0,0,0,0
individu,0,2,10,6,1,0,0,0,4,3
indivis,0,0,0,0,0,0,0,0,0,1
indubit,0,1,0,1,0,0,0,0,1,0
induc,0,0,0,1,0,0,0,0,0,0
indulg,1,0,0,0,0,0,0,0,0,0
industri,2,0,1,0,0,0,0,0,0,0
ineffect,0,0,0,1,0,0,0,0,0,0
inequ,1,0,0,1,0,0,0,0,0,0
inequilibrium,0,0,0,1,0,0,0,0,0,0
inert,0,0,1,1,0,0,0,0,0,1
inevit,1,0,0,3,0,0,0,0,0,0
inexhaust,1,0,1,0,0,0,0,0,0,0
inexor,0,0,0,0,0,0,0,0,1,0
inexpens,0,0,0,1,0,0,0,0,0,0
infant,0,0,0,1,0,0,0,0,0,0
infantil,0,0,2,0,0,0,0,0,0,0
infect,0,0,0,2,0,0,0,0,0,0
infer,0,0,4,0,0,0,0,1,0,0
infinit,1,0,0,0,1,0,0,0,1,1
influenc,1,0,2,6,1,1,1,1,1,2
inform,0,0,0,0,0,0,0,0,8,3
infring,0,0,0,0,0,0,0,0,1,0
infusorian,0,0,1,1,0,0,0,0,0,0
ingeni,0,0,0,0,0,0,0,0,0,1
ingenu,0,0,0,0,1,0,0,0,0,1
ingersol,0,0,0,0,0,0,0,0,0,1
ingest,0,0,0,1,0,0,0,0,0,0
inhabit,1,0,3,0,0,0,0,0,1,2
inher,0,0,1,0,0,0,0,0,0,0
inherit,0,1,1,3,0,0,0,0,0,0
initi,0,0,1,1,0,0,0,0,0,0
inject,0,0,1,0,0,0,0,0,0,0
injuri,0,0,0,1,0,0,0,0,0,0
inki,1,0,0,0,0,0,0,0,0,0
inkl,1,0,0,0,0,0,0,0,0,0
inner,0,1,1,1,1,0,0,0,1,0
innermost,0,0,0,0,0,0,0,0,0,1
innumer,0,0,0,0,0,0,0,0,1,0
inorgan,5,0,0,2,0,0,0,0,1,1
inquir,0,0,1,2,0,0,0,0,1,0
inquiri,0,0,1,1,0,0,0,0,0,1
inquisit,0,1,0,0,0,0,0,0,0,0
insect,0,2,23,3,3,0,0,0,0,3
insectivor,0,0,1,1,0,0,0,0,0,0
insert,0,0,1,0,0,0,0,0,0,0
inset,0,0,0,1,0,0,0,0,0,0
insid,0,0,2,1,0,0,0,0,0,1
insignific,0,0,0,0,0,1,0,0,0,1
inspir,0,0,1,1,0,0,0,0,0,0
instabl,0,0,1,0,0,0,0,0,0,0
instal,0,0,0,0,0,0,0,0,1,0
instanc,3,1,4,3,1,0,0,1,3,1
instant,0,0,0,0,0,1,0,1,0,0
instantan,0,0,0,1,0,0,0,1,0,0
instantli,0,0,0,0,0,0,0,0,0,1
instead,1,0,0,0,2,0,0,2,0,0
instinct,0,24,16,4,0,0,0,0,0,5
institut,0,0,0,2,0,0,0,2,0,1
instruct,0,1,1,0,0,0,1,0,0,1
instrument,2,0,2,0,18,0,1,7,1,9
insul,2,0,0,0,0,0,0,0,0,0
insurg,0,0,1,0,0,0,0,0,0,0
intact,0,1,0,0,0,0,0,0,0,0
integr,0,0,1,0,0,0,0,0,0,0
integumentari,0,0,1,0,0,0,0,0,0,0
intellect,0,1,2,0,0,0,0,0,0,0
intellectu,1,0,0,2,0,0,0,0,2,2
intellig,0,20,17,5,1,0,2,0,0,7
intend,0,0,0,0,0,0,0,0,0,1
intens,1,0,2,1,0,0,0,0,1,1
inter,0,0,4,2,0,0,0,0,0,1
interbreed,0,0,1,0,0,0,0,0,0,0
intercept,3,0,0,0,0,0,0,0,0,0
interchang,0,0,0,0,0,0,0,0,1,0
intercours,0,0,1,0,0,0,0,0,0,0
intercross,0,0,1,0,0,0,0,0,0,0
interest,3,5,10,5,7,2,2,0,3,8
interglaci,0,0,1,0,0,0,0,0,0,0
interior,2,0,0,0,1,1,1,1,0,0
interlink,0,0,2,0,0,0,0,0,0,0
interlock,0,0,0,1,0,0,0,0,0,0
intermedi,0,0,0,0,0,1,0,0,0,0
intermediari,0,0,0,1,0,0,0,0,0,0
intern,3,0,4,5,0,0,1,0,2,1
internat,0,0,1,0,0,0,0,0,0,0
interpos,0,1,0,0,0,0,0,0,0,0
interpret,2,1,2,1,0,0,0,0,2,1
interrupt,0,0,0,0,0,0,0,1,0,0
interv,0,1,0,0,0,0,0,1,0,0
interven,0,0,1,0,0,0,0,0,0,0
intim,0,0,1,4,0,0,0,0,0,1
intric,0,0,0,0,1,0,0,0,0,1
intricaci,0,0,0,0,0,0,0,0,0,1
intrins,0,0,0,0,0,0,1,0,0,0
introduc,2,0,0,3,0,0,0,0,0,1
introduct,0,0,1,0,0,0,0,0,0,3
introductori,0,0,0,1,0,0,0,0,0,1
intrud,0,0,1,1,0,0,0,0,0,0
invad,0,0,3,1,0,0,0,0,0,0
invalid,0,0,0,0,0,0,0,0,1,0
invari,1,0,0,0,0,0,0,0,0,0
invas,0,0,9,0,0,0,0,0,0,0
invent,2,0,1,0,2,1,0,0,0,0
invers,0,0,1,0,0,1,0,0,0,0
invertebr,0,0,2,0,0,0,0,0,0,0
investig,5,0,0,0,0,1,0,0,0,0
inveter,0,0,1,0,0,0,0,0,0,0
invis,9,0,0,0,1,2,0,0,1,5
invit,0,0,0,0,0,0,0,0,0,1
invok,0,0,0,0,0,0,0,0,1,0
involv,1,0,2,0,0,0,0,1,2,0
inward,0,0,0,0,0,0,0,1,0,0
ir,0,0,0,0,0,0,0,0,1,0
iron,10,0,2,0,0,3,1,2,3,0
irregular,0,0,0,1,1,1,0,0,0,1
irresist,0,0,0,0,1,0,0,0,1,0
irrupt,0,0,0,0,0,1,0,0,0,0
isaac,2,0,0,0,0,0,0,0,0,2
island,0,0,0,0,0,0,0,0,0,1
iso,0,0,0,0,0,0,0,0,0,1
isol,0,1,3,0,0,0,0,1,0,1
issu,0,0,0,0,0,0,0,1,0,1
italian,0,0,0,0,1,0,0,0,0,0
item,0,0,2,1,0,0,0,0,0,0
iv,0,0,0,1,0,0,0,0,0,1
j,5,0,2,11,2,0,0,0,4,45
jackdaw,0,0,0,0,0,0,0,0,0,1
jame,0,0,0,0,0,0,0,0,1,5
jane,0,0,0,0,0,0,0,0,1,1
januari,0,0,0,0,0,0,2,0,0,2
japanes,0,0,0,0,0,0,0,0,0,1
jar,2,0,0,0,0,0,0,0,0,0
java,0,0,0,0,0,0,0,0,0,4
jaw,0,1,2,0,0,0,0,0,0,1
jean,0,0,0,0,0,0,0,0,2,0
jelli,1,0,0,1,0,0,0,0,0,0
jellyfish,0,0,3,1,0,0,0,0,0,0
jerk,0,0,0,1,0,0,0,0,0,0
jet,0,0,1,0,0,0,0,1,0,1
john,1,0,0,0,0,0,0,0,0,2
johnson,0,0,0,0,0,0,0,0,1,1
johnston,0,0,0,1,0,0,0,0,0,0
join,0,0,1,0,0,0,0,0,0,0
joint,0,0,3,0,0,0,0,0,0,0
joul,1,0,0,0,0,0,0,0,0,0
journ,0,0,0,1,0,0,0,0,0,1
journey,0,0,0,1,0,1,0,0,0,2
joy,0,0,1,0,0,0,0,0,0,0
judg,0,0,0,0,0,0,0,0,0,3
judgment,0,1,0,0,0,0,0,0,0,0
juic,0,0,0,1,0,0,0,0,0,0
juli,0,0,0,0,0,0,0,1,0,1
jumna,0,1,0,0,0,0,0,0,0,0
jump,0,0,1,0,0,0,0,0,0,0
june,0,0,0,0,0,0,0,0,0,4
jungl,0,0,0,2,0,0,0,0,0,0
jupit,2,0,0,0,2,0,12,1,0,5
jurass,0,0,7,0,0,0,0,0,0,0
justifi,0,1,2,1,0,0,0,0,0,0
juvenil,0,0,1,0,0,0,0,0,0,0
kallima,0,0,0,0,0,0,0,0,0,1
kangaroo,0,0,1,0,0,0,0,0,0,1
kant,0,0,0,1,0,0,0,0,0,0
kapp,0,0,0,0,0,0,0,0,1,0
kea,0,1,0,0,0,0,0,0,0,0
keel,0,0,2,0,0,0,0,0,0,0
keen,0,0,0,1,0,0,0,0,0,0
keep,1,0,1,3,0,1,0,0,5,1
keith,0,0,0,0,0,0,0,0,0,1
kelvin,2,0,0,3,0,0,0,0,1,1
kept,0,0,1,3,0,0,0,0,0,0
kernel,0,0,0,1,0,0,0,0,0,0
kettl,0,0,0,0,0,0,0,0,2,1
key,1,0,1,1,0,0,0,0,0,1
kidney,0,0,0,2,0,0,0,0,0,1
kill,1,0,0,1,0,0,0,0,0,1
kin,0,2,0,0,0,0,0,0,0,0
kind,9,1,8,17,2,2,1,9,5,2
kindli,0,0,1,0,0,0,0,0,0,0
kindr,0,1,1,0,0,0,0,0,0,0
kinet,3,0,0,0,0,0,0,0,1,0
king,0,0,2,0,0,0,0,0,0,0
kingdom,0,0,0,4,0,0,0,0,0,1
kippax,0,0,0,0,1,0,0,0,0,0
kiwi,0,0,0,0,0,0,0,0,0,1
knead,0,0,1,0,0,0,0,0,0,0
knew,2,0,0,0,0,0,0,0,0,0
knickerbock,0,0,0,0,0,0,0,0,0,1
knipe,0,0,3,0,0,0,0,0,0,3
knock,1,2,0,0,0,0,0,0,0,0
knot,0,0,0,4,0,1,0,0,0,0
know,12,2,4,6,5,7,2,9,7,7
knowabl,0,0,0,1,0,0,0,0,0,0
knowledg,5,1,1,3,3,0,1,3,1,13
known,9,2,14,6,2,2,1,9,2,9
krait,0,0,0,0,0,0,0,0,0,1
l,0,0,0,0,0,0,0,0,0,1
la,0,0,0,0,0,0,0,0,0,1
laboratori,3,1,0,3,0,0,0,1,1,1
labori,0,0,0,1,1,0,0,0,0,0
labour,0,0,0,5,0,0,0,0,0,0
labyrinthodont,0,0,1,0,0,0,0,0,0,0
lack,0,0,1,0,0,1,0,0,0,1
ladder,0,0,2,0,0,0,0,0,0,0
laden,0,0,0,0,0,0,0,1,0,0
ladi,0,1,0,0,0,0,0,0,0,0
lafayett,0,1,0,0,0,0,0,0,0,1
lag,0,0,0,0,0,0,0,0,1,0
laid,0,0,4,1,0,0,0,0,0,0
lake,0,0,1,1,0,0,0,0,1,0
lakelet,0,0,0,1,0,0,0,0,0,0
lamb,0,1,0,0,0,0,0,0,0,0
lament,0,0,0,1,0,0,0,0,0,0
lamp,0,0,2,0,0,0,0,0,0,0
lamprey,0,0,0,0,0,0,0,0,0,1
land,0,0,36,4,0,0,0,0,0,2
landlock,0,0,1,0,0,0,0,0,0,0
landscap,0,0,0,0,0,1,0,0,0,0
langmuir,1,0,0,0,0,0,0,0,0,0
languag,1,0,2,2,0,0,0,0,0,1
langur,0,1,0,0,0,0,0,0,0,0
lankest,0,2,0,0,0,0,0,0,0,0
laplac,0,0,0,4,0,1,0,0,0,2
laps,1,0,1,0,0,0,0,0,0,0
larg,5,2,8,8,11,6,4,0,0,5
larger,1,0,1,3,1,0,2,0,0,1
largest,0,0,1,0,5,1,1,1,0,0
larmor,0,0,0,0,0,0,0,0,1,0
larv,0,1,0,0,0,0,0,0,0,1
larval,0,0,1,0,0,0,0,0,0,0
larynx,0,0,1,0,0,0,0,0,0,0
lash,0,0,0,3,0,0,0,0,0,0
lasso,0,0,0,1,0,0,0,0,0,0
last,3,0,7,0,2,0,1,1,0,3
late,1,0,1,1,0,0,1,0,1,2
latent,1,0,0,2,0,0,0,0,0,0
later,5,0,2,5,0,0,0,1,1,2
latest,0,0,0,0,0,0,0,0,0,1
latitud,0,0,0,0,0,0,1,0,0,0
latro,0,0,0,0,0,0,0,0,0,1
latter,0,1,1,1,0,0,0,0,0,0
lava,0,0,0,0,0,1,0,0,0,0
law,0,0,1,0,0,0,0,1,13,2
lay,0,1,2,1,0,0,0,0,0,2
layer,1,0,1,0,0,0,0,7,0,10
lb,0,0,0,1,0,0,0,0,0,0
le,1,0,0,1,0,0,0,0,1,1
lead,4,1,3,2,0,0,0,0,0,2
leadbeat,1,0,0,0,0,0,0,0,0,1
leaf,0,0,0,3,1,0,0,0,0,1
leap,1,0,2,0,0,0,0,0,0,1
learn,1,9,5,4,3,0,1,1,1,1
learnt,0,0,0,0,1,0,0,0,0,0
least,2,0,4,0,2,2,2,0,0,2
leav,7,1,1,2,0,0,0,0,0,0
lech,0,0,1,0,0,0,0,0,0,1
lectur,0,0,0,0,0,0,0,0,1,0
led,0,0,3,0,1,0,0,0,1,0
left,3,2,7,2,0,0,0,0,0,3
leg,0,0,4,1,0,0,0,0,0,1
legaci,0,0,0,1,0,0,0,0,0,1
legal,0,0,0,0,0,0,0,0,3,0
legitim,0,0,0,1,0,0,0,0,0,0
leibnitz,0,0,0,0,0,0,0,0,0,2
leisur,0,0,0,1,0,0,0,0,0,0
lemur,0,0,1,0,0,0,0,0,0,0
len,2,0,0,0,19,0,0,0,0,0
length,20,0,2,2,2,1,1,7,1,0
lengthen,1,0,0,0,0,1,0,0,0,0
leonard,0,0,0,0,0,0,0,0,1,1
leopard,0,0,0,0,0,0,0,0,0,1
less,2,2,10,5,1,1,0,3,2,4
lessen,1,0,1,0,0,0,0,0,0,0
lesser,0,0,0,0,0,0,0,0,1,0
let,9,2,0,1,0,1,0,2,2,1
letharg,0,0,1,0,0,0,0,0,0,0
letter,2,0,0,0,0,0,0,0,1,0
level,0,0,4,5,0,0,0,0,0,0
lever,0,0,1,0,0,0,0,0,0,0
liabil,0,0,0,0,0,0,0,0,3,0
liabl,0,0,2,0,0,0,0,0,1,0
libel,0,0,0,1,0,0,0,0,0,0
liber,3,0,3,2,0,0,0,0,0,0
librari,0,0,2,0,0,0,0,0,1,1
licens,0,0,0,0,0,0,0,0,16,1
lick,0,0,0,1,0,1,0,0,0,2
lid,0,0,1,0,0,0,0,0,0,0
lie,1,4,2,4,1,0,0,0,0,3
lieu,0,0,0,0,0,0,0,0,2,0
life,5,5,39,29,0,2,22,1,2,23
lifeless,1,0,0,0,0,0,0,0,0,0
lifelong,0,0,1,0,0,0,1,0,0,0
lifetim,0,0,2,0,0,1,0,0,0,0
lift,3,3,1,0,0,0,0,0,0,0
light,84,0,3,8,22,10,4,32,7,18
lighter,5,0,0,2,0,0,0,0,0,0
lightest,2,0,0,0,0,0,0,0,0,0
lightn,3,0,0,0,0,0,0,0,0,1
like,9,8,39,30,4,8,4,5,3,14
likelihood,0,0,1,0,0,0,0,0,0,0
liken,0,0,0,0,0,0,0,0,1,0
likewis,0,0,0,2,0,0,0,0,0,0
lili,0,0,1,0,0,0,0,0,0,0
limb,0,0,10,0,0,0,0,0,0,3
limbless,0,1,0,0,0,0,0,0,0,0
lime,0,0,0,1,0,0,0,0,0,1
limeston,0,0,1,1,0,0,0,0,0,1
limit,4,4,4,2,0,1,1,0,8,1
limulu,0,0,1,0,0,0,0,0,0,0
line,3,3,7,3,6,3,3,13,1,5
linger,1,0,1,0,0,1,0,0,0,0
lingula,0,0,1,0,0,0,0,0,0,0
lingulella,0,0,1,0,0,0,0,0,0,0
link,0,0,1,1,0,0,0,0,4,1
linkag,0,0,2,0,0,0,0,0,0,0
linn,0,0,1,0,0,0,0,0,0,0
lion,0,0,1,0,0,0,0,0,0,0
lip,0,1,0,0,0,0,0,0,0,0
liquid,0,0,0,1,0,0,2,0,2,0
list,0,0,1,0,2,0,0,0,0,1
listen,0,1,0,0,0,0,0,0,0,0
listeth,0,0,0,0,0,0,0,0,0,1
lit,1,0,0,0,1,1,0,0,0,0
literari,0,0,0,0,0,0,0,0,13,0
lithium,1,0,0,0,0,0,0,0,0,0
lithograph,0,0,1,0,0,0,0,0,0,0
lithospher,0,0,0,1,0,0,0,0,0,0
littl,3,7,5,8,0,0,1,0,1,8
littor,0,0,2,0,0,0,0,0,0,0
live,1,2,28,47,2,0,0,0,2,7
liver,0,0,1,0,0,0,0,0,0,0
lizard,0,2,3,0,0,0,0,0,0,1
lloyd,0,3,0,0,0,0,0,0,0,0
loaf,1,0,0,0,0,0,0,0,0,0
lobe,0,0,0,1,0,0,0,0,0,0
lobster,0,0,1,0,0,0,0,0,0,0
local,0,0,2,0,0,0,0,0,0,0
locat,0,0,0,0,0,0,0,0,6,0
lock,2,0,1,0,0,0,0,0,0,1
lockyer,0,0,0,1,0,0,0,1,1,0
locomot,1,0,2,1,0,0,0,0,0,3
locomotor,0,0,0,1,0,0,0,0,0,0
lodg,2,0,0,0,0,0,0,0,1,0
log,0,1,0,0,0,0,0,0,0,0
logic,0,0,0,1,0,0,0,0,0,0
logo,0,0,1,0,0,0,0,0,0,0
london,0,0,0,0,0,0,1,0,1,1
long,12,1,15,18,2,4,3,2,4,5
longer,9,0,1,1,0,0,0,1,7,3
longest,5,0,3,0,0,0,0,0,0,0
longitudin,0,0,0,1,0,0,0,0,0,0
look,1,0,8,1,2,0,2,3,1,7
loos,0,0,0,2,0,0,0,0,4,0
loot,0,0,1,0,0,0,0,0,0,0
lord,1,0,0,3,0,0,0,0,1,1
lose,3,0,0,2,0,0,0,0,0,0
loss,0,0,0,0,1,0,0,1,0,0
lost,1,1,1,0,0,0,0,1,0,1
lot,0,0,0,0,0,0,0,0,1,0
loui,0,0,0,1,0,0,0,0,0,0
love,0,0,1,0,0,0,0,0,0,0
low,1,2,1,2,0,0,1,1,1,1
lowel,0,0,0,0,2,0,5,0,0,1
lower,1,0,3,4,0,0,1,0,2,1
lowest,0,0,1,1,0,0,0,0,0,0
lowli,0,0,1,0,0,1,0,0,0,0
ltd,1,0,0,0,1,0,0,0,0,6
luidia,0,0,1,0,0,0,0,0,0,0
lull,0,0,4,0,0,0,0,0,0,2
lumin,1,0,0,2,0,3,1,4,0,1
luminos,0,0,0,0,0,3,0,1,0,0
lump,1,0,0,0,0,1,0,0,0,0
lunar,0,0,0,0,0,1,1,0,0,0
lung,0,0,7,0,0,0,0,0,0,0
lungbook,0,0,1,0,0,0,0,0,0,0
lurch,0,0,0,1,0,0,0,0,0,0
luther,0,0,0,0,1,0,0,0,0,0
luxuri,0,0,1,0,0,0,0,0,0,0
lycosa,0,0,0,1,0,0,0,0,0,0
machin,0,0,0,0,0,0,0,0,1,0
macmillan,0,0,0,0,0,0,0,1,0,3
macpherson,0,0,0,0,0,0,0,1,0,0
made,12,7,9,10,3,1,3,6,2,5
magellan,0,0,0,0,1,0,0,0,0,0
magic,0,0,0,0,0,0,0,0,0,1
magnesium,0,0,0,0,0,0,0,2,0,0
magnet,39,1,0,0,0,0,0,4,2,5
magnetis,1,0,0,0,0,0,0,0,0,0
magnifi,3,0,0,2,1,0,0,1,0,0
magnitud,0,0,1,0,1,0,0,0,1,1
mail,0,0,1,0,0,0,0,0,1,1
main,0,1,3,3,0,3,0,1,1,3
maintain,1,0,0,1,1,0,1,1,1,0
mainten,0,0,1,0,0,0,0,0,0,0
major,0,0,0,5,1,0,0,0,0,0
make,11,8,18,16,5,2,1,6,14,8
maker,0,0,0,0,0,0,0,0,0,1
maladi,0,0,0,1,0,0,0,0,0,0
malaria,0,0,1,1,0,0,0,0,0,0
male,0,0,2,5,0,0,0,0,0,2
mammal,0,5,43,1,0,0,0,0,0,4
mammalian,0,0,1,1,0,0,0,0,0,0
mammoth,0,0,2,0,1,0,0,0,0,1
man,4,2,37,14,2,1,0,0,2,36
manag,0,1,0,0,0,0,0,0,0,0
manate,0,0,1,0,0,0,0,0,0,0
mani,3,9,42,22,8,3,5,2,2,15
manifest,6,0,0,1,0,0,0,1,1,0
manifold,0,0,1,1,0,0,0,0,0,0
manipul,1,0,0,0,0,0,0,0,0,0
mankind,0,0,2,1,0,0,0,0,0,1
manner,1,0,2,0,1,0,0,1,0,0
manti,0,0,0,0,0,0,0,0,0,2
manufactur,0,0,0,5,0,0,0,0,0,0
map,0,0,0,0,0,1,0,0,0,1
mar,0,0,0,0,2,0,23,1,5,4
march,0,0,0,0,0,1,0,0,0,1
mare,0,0,0,0,0,1,0,0,0,0
margin,0,0,0,2,0,0,0,0,0,0
marin,0,0,2,1,0,0,0,1,0,1
marinu,0,0,0,0,0,0,0,0,0,1
mark,0,3,7,2,0,0,2,2,2,0
marsh,0,0,4,0,0,0,1,0,0,2
